"","ID","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance.mi.","Description","Number","Street","Side","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature.F.","Wind_Chill.F.","Humidity...","Pressure.in.","Visibility.mi.","Wind_Direction","Wind_Speed.mph.","Precipitation.in.","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"2607911","A-2607911",2,"2018-09-12 08:24:25","2018-09-12 08:53:43",43.05526,-76.16285,43.05417,-76.15561,0.373,"At Genesee St/West St/Exit 11/Exit 12 - Accident. Left lane blocked.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2018-09-12 08:54:00",60.1,NA,100,30.27,10,"Calm",NA,NA,"Overcast","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2609199","A-2609199",2,"2018-09-14 12:26:40","2018-09-14 12:56:19",43.04273,-76.14257,43.0397,-76.14233,0.21,"At Adams St/Exit 18 - Accident. Right lane blocked.",677," E Adams St","L","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2018-09-14 12:54:00",79,NA,74,30.19,10,"ESE",6.9,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"2610223","A-2610223",2,"2018-09-17 14:15:23","2018-09-17 14:44:52",43.05953,-76.18589,43.05803,-76.18194,0.225,"At Hiawatha Blvd/Exit 8 - Accident. Lane blocked.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2018-09-17 13:54:00",80.1,NA,64,29.99,10,"South",10.4,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2610746","A-2610746",3,"2018-09-18 13:52:54","2018-09-18 14:22:46",43.05526,-76.16285,43.05417,-76.15561,0.373,"At Genesee St/West St/Exit 11/Exit 12 - Accident. Lane blocked.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2018-09-18 13:54:00",77,NA,82,29.8,10,"NNW",6.9,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2611373","A-2611373",2,"2018-09-19 16:26:37","2018-09-19 16:56:12",43.062338,-76.086389,43.060779,-76.085309,0.121,"At I-690 - Accident. Right lane blocked.",NA,"Thompson Rd","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2018-09-19 16:54:00",66.9,NA,70,30.04,10,"NW",11.5,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"2611383","A-2611383",3,"2018-09-19 17:55:56","2018-09-19 18:25:30",43.07243,-76.2076,43.076599,-76.214193,0.44,"Between Solvay/Exit 7 and RT-695/Exit 6 - Accident. Left lane blocked.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2018-09-19 17:54:00",64,NA,78,30.05,10,"NW",10.4,NA,"Scattered Clouds","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2611887","A-2611887",2,"2018-09-20 17:04:07","2018-09-20 17:33:59",43.054273,-76.118367,43.05278,-76.12422,0.313,"At Teall Ave/Exit 14 - Accident. Left lane blocked.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2018-09-20 16:54:00",70,NA,73,30.15,10,"NNE",5.8,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2612432","A-2612432",2,"2018-09-21 06:48:17","2018-09-21 07:18:15",43.050595,-76.144488,43.04857,-76.14283,0.163,"Between I-690 and Harrison St/Exit 18 - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2018-09-21 06:54:00",70,NA,87,30.02,10,"South",16.1,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"2612455","A-2612455",2,"2018-09-21 16:42:22","2018-09-21 17:11:46",43.05879,-76.09929,43.05648,-76.10992,0.56,"At Midler Ave/Exit 15 - Accident. Right lane blocked.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13224","US","US/Eastern","KSYR","2018-09-21 16:54:00",77,NA,76,29.76,10,"South",24.2,NA,"Partly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2613362","A-2613362",2,"2018-09-24 08:33:00","2018-09-24 09:02:58",43.03877,-76.14205,43.04273,-76.14244,0.274,"At Adams St/Exit 18 - Accident. Right lane blocked.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2018-09-24 08:54:00",51.1,NA,96,30.45,10,"East",9.2,NA,"Partly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2613827","A-2613827",2,"2018-09-25 06:21:42","2018-09-25 06:51:08",43.0542,-76.11806,43.0575,-76.10502,0.697,"Between Teall Ave/Exit 14 and Midler Ave/Exit 15 - Accident. Left lane blocked.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2018-09-25 06:07:00",50,NA,100,30.31,3,"ENE",9.2,0.12,"Heavy Rain","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Day","Day"
"2614481","A-2614481",2,"2018-09-26 15:22:12","2018-09-26 15:52:09",43.03418,-76.06295,43.03235,-76.05545,0.399,"At I-481 - Accident. Right lane blocked.",4703," E Genesee St","L","Syracuse","Onondaga","NY","13214","US","US/Eastern","KSYR","2018-09-26 15:15:00",66.9,NA,97,29.82,4,"West",16.1,0.23,"Light Rain","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2614482","A-2614482",2,"2018-09-26 15:28:56","2018-09-26 15:58:27",43.076388,-76.228316,43.076388,-76.228316,0,"Ramp to RT-695/Exit 6 - Accident. Left lane blocked.",NA,"NY-695 S","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2018-09-26 15:33:00",68,NA,96,29.83,6,"West",10.4,0.24,"Light Rain","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2615062","A-2615062",4,"2018-09-27 05:46:53","2018-09-27 07:46:45",43.00344,-76.13372,43.00893,-76.1353,0.388,"At I-481/Exit 16 - Overturned vehicle.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13205","US","US/Eastern","KSYR","2018-09-27 05:54:00",48.9,NA,97,30.15,10,"Calm",NA,NA,"Patches of Fog","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Day"
"2615064","A-2615064",4,"2018-09-27 06:01:08","2018-09-27 08:00:45",43.00344,-76.13372,43.00893,-76.1353,0.388,"At I-481/Exit 16 - Overturned vehicle.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13205","US","US/Eastern","KSYR","2018-09-27 05:54:00",48.9,NA,97,30.15,10,"Calm",NA,NA,"Patches of Fog","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Day","Day"
"2615065","A-2615065",4,"2018-09-27 06:04:08","2018-09-27 08:03:45",43.00344,-76.13372,43.00893,-76.1353,0.388,"At I-481/Exit 16 - Overturned vehicle.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13205","US","US/Eastern","KSYR","2018-09-27 05:54:00",48.9,NA,97,30.15,10,"Calm",NA,NA,"Patches of Fog","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Day","Day"
"2615066","A-2615066",4,"2018-09-27 06:36:23","2018-09-27 08:35:45",43.00344,-76.13372,43.00893,-76.1353,0.388,"At I-481/Exit 16 - Overturned vehicle.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13205","US","US/Eastern","KSYR","2018-09-27 06:54:00",48,NA,96,30.17,10,"Calm",NA,NA,"Shallow Fog","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"2615067","A-2615067",4,"2018-09-27 06:46:54","2018-09-27 08:46:45",43.00344,-76.13372,43.00893,-76.1353,0.388,"At I-481/Exit 16 - Overturned vehicle.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13205","US","US/Eastern","KSYR","2018-09-27 06:54:00",48,NA,96,30.17,10,"Calm",NA,NA,"Shallow Fog","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"2615070","A-2615070",4,"2018-09-27 07:03:24","2018-09-27 09:02:46",43.00344,-76.13372,43.00893,-76.1353,0.388,"At I-481/Exit 16 - Overturned vehicle.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13205","US","US/Eastern","KSYR","2018-09-27 06:54:00",48,NA,96,30.17,10,"Calm",NA,NA,"Shallow Fog","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2615076","A-2615076",2,"2018-09-27 08:32:38","2018-09-27 09:02:02",43.057791,-76.10428,43.05669,-76.10931,0.265,"At Midler Ave/Exit 15 - Accident. Right lane blocked.",620," S Midler Ave","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2018-09-27 08:54:00",54,NA,90,30.2,10,"Calm",NA,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2615636","A-2615636",2,"2018-09-28 10:53:30","2018-09-28 11:23:24",43.04273,-76.14257,43.0397,-76.14233,0.21,"At Adams St/Exit 18 - Accident. Right lane blocked.",677," E Adams St","L","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2018-09-28 10:54:00",59,NA,90,30.08,10,"SSE",5.8,NA,"Overcast","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"2615641","A-2615641",2,"2018-09-28 12:20:31","2018-09-28 12:49:55",43.05166,-76.1369,43.05265,-76.1499,0.66,"At I-81 - Accident. Left lane blocked.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2018-09-28 11:54:00",62.1,NA,78,30.06,10,"South",9.2,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2616457","A-2616457",2,"2018-07-31 17:31:38","2018-07-31 23:31:38",43.06261,-76.15814,43.06333,-76.15881,0.06,"At Court St/NB Exit 22/SB Exit 21 - Accident. Center lane blocked.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13208","US","US/Eastern","KSYR","2018-07-31 17:54:00",79,NA,69,30.04,10,"SE",5.8,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2618923","A-2618923",2,"2018-08-08 17:18:48","2018-08-08 23:18:48",43.053471,-76.225891,43.05143,-76.224965,0.149,"At RT-5 - Accident. Right lane blocked.",NA,"NY-5 E","R","Syracuse","Onondaga","NY","13219","US","US/Eastern","KSYR","2018-08-08 16:54:00",80.1,NA,74,29.78,10,"SW",8.1,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2618926","A-2618926",2,"2018-08-08 17:43:32","2018-08-08 23:43:32",43.0542,-76.11866,43.05278,-76.12422,0.297,"At Teall Ave/Exit 14 - Accident. Left lane blocked.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2018-08-08 17:54:00",78.1,NA,79,29.78,10,"West",9.2,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2620622","A-2620622",2,"2018-08-13 12:25:30","2018-08-13 18:25:30",43.0559,-76.167,43.056,-76.17045,0.174,"At Geddes St/Exit 10 - Accident. Left lane blocked.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2018-08-13 12:54:00",75,NA,87,30.02,10,"NE",5.8,0,"Light Rain","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2621104","A-2621104",2,"2018-08-14 17:25:55","2018-08-14 17:55:35",43.0559,-76.167,43.056,-76.17045,0.174,"At Geddes St/Exit 10 - Accident. Left lane blocked.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2018-08-14 17:16:00",71.1,NA,100,29.8,10,"West",8.1,0,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2621551","A-2621551",2,"2018-08-15 13:01:07","2018-08-15 13:30:44",43.05903,-76.08854,43.05777,-76.07604,0.637,"At RT-635/Thompson Rd/Exit 16/Exit 17 - Accident. Left lane blocked.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13224","US","US/Eastern","KSYR","2018-08-15 12:54:00",82,NA,74,29.91,10,"WSW",9.2,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2622083","A-2622083",2,"2018-08-16 17:28:21","2018-08-16 17:58:01",43.05232,-76.1252,43.0542,-76.11806,0.383,"At Teall Ave/Exit 14 - Accident. Left lane blocked.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2018-08-16 17:54:00",84.9,NA,63,30.01,10,"NE",3.5,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2622531","A-2622531",2,"2018-08-17 07:52:00","2018-08-17 08:21:39",43.06549,-76.16149,43.06634,-76.16361,0.122,"At RT-298/Bear St - Accident. Right lane blocked.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13208","US","US/Eastern","KSYR","2018-08-17 07:54:00",68,NA,100,30.01,4,"SSE",6.9,0.2,"Rain","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2622535","A-2622535",3,"2018-08-17 08:25:45","2018-08-17 08:55:06",43.03877,-76.14205,43.04735,-76.14248,0.593,"Between Adams St/Exit 18 and Harrison St/Exit 18 - Accident.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2018-08-17 08:54:00",69.1,NA,100,29.99,10,"East",6.9,0.1,"Overcast","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2624140","A-2624140",2,"2018-08-22 08:54:24","2018-08-22 09:23:44",43.0482,-76.14272,43.0397,-76.14233,0.588,"Between Harrison St/Exit 18 and Adams St/Exit 18 - Accident. Right lane blocked.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2018-08-22 08:54:00",70,NA,87,29.7,10,"West",16.1,NA,"Overcast","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2624164","A-2624164",2,"2018-08-22 18:49:57","2018-08-22 19:19:48",43.07128,-76.20464,43.07379,-76.2101,0.326,"Between Solvay/Exit 7 and RT-297/Exit 6/Exit 7 - Accident. Right lane blocked.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2018-08-22 18:54:00",69.1,NA,81,29.78,10,"West",12.7,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2625314","A-2625314",2,"2018-08-24 16:00:24","2018-08-24 16:29:51",43.07243,-76.2076,43.076599,-76.214193,0.44,"Between Solvay/Exit 7 and RT-695/Exit 6 - Accident. Right lane blocked.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2018-08-24 15:54:00",81,NA,45,30.17,10,"WSW",9.2,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2625315","A-2625315",2,"2018-08-24 16:00:24","2018-08-24 16:29:51",43.05624,-76.15355,43.05423,-76.15205,0.158,"At Clinton St/Salina St/Exit 19 - Accident. Right lane blocked.",NA,"Butternut St","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2018-08-24 15:54:00",81,NA,45,30.17,10,"WSW",9.2,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2626742","A-2626742",2,"2018-08-28 17:09:01","2018-08-28 17:38:55",43.03877,-76.14205,43.04273,-76.14244,0.274,"At Adams St/Exit 18 - Accident. Right lane blocked.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2018-08-28 16:54:00",90,NA,55,29.93,10,"West",18.4,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2627937","A-2627937",2,"2018-08-30 10:34:29","2018-08-30 11:04:23",43.06047,-76.23584,43.07483,-76.22991,1.036,"Between RT-5 and I-690 - Accident. Left lane blocked.",NA,"NY-695 N","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2018-08-30 10:54:00",70,NA,93,30.12,10,"NNW",9.2,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2628536","A-2628536",2,"2018-06-30 13:59:27","2018-06-30 19:59:27",43.05676,-76.1086,43.0575,-76.10502,0.188,"At Midler Ave/Exit 15 - Accident. Left lane blocked.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","",NA,NA,NA,NA,NA,"",NA,NA,"","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2629286","A-2629286",4,"2018-07-03 10:59:28","2018-07-03 16:59:28",43.06274,-76.1585,43.05423,-76.15205,0.672,"Closed between Court St/NB Exit 22/SB Exit 21 and Clinton St/Salina St/Exit 19 - Road closed due to accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2018-07-03 10:54:00",79,NA,69,30.21,10,"Calm",NA,NA,"Scattered Clouds","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2633631","A-2633631",2,"2018-07-16 15:31:25","2018-07-16 16:00:49",43.09306,-76.16413,43.09319,-76.08543,3.971,"Between I-81/Exit 36 and Thompson Rd/Exit 35 - Accident. Left lane blocked.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2018-07-16 15:54:00",93,NA,52,29.83,10,"NE",9.2,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2634123","A-2634123",2,"2018-07-17 06:24:38","2018-07-17 06:53:54",43.05887,-76.08754,43.058209,-76.082557,0.256,"At RT-635/Thompson Rd/Exit 16/Exit 17 - Accident. Left lane blocked.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13224","US","US/Eastern","KSYR","2018-07-17 06:01:00",71.1,NA,100,29.81,10,"WSW",8.1,0,"Light Rain","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2634622","A-2634622",4,"2018-07-18 17:42:55","2018-07-18 18:12:30",43.05879,-76.09929,43.05648,-76.10992,0.56,"Closed at Midler Ave/Exit 15 - Road closed due to accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13224","US","US/Eastern","KSYR","2018-07-18 17:54:00",73,NA,39,30,10,"West",8.1,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2634623","A-2634623",4,"2018-07-18 17:45:09","2018-07-18 18:14:41",43.13733,-76.1169,43.14054,-76.1047,0.654,"Ramp closed to Exit 29S - Road closed due to accident.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2018-07-18 17:54:00",73,NA,39,30,10,"West",8.1,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2637160","A-2637160",2,"2018-07-25 12:51:47","2018-07-25 13:21:43",43.05676,-76.1086,43.05903,-76.08854,1.025,"Between Midler Ave/Exit 15 and RT-635/Thompson Rd/Exit 16/Exit 17 - Accident. Left lane blocked.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2018-07-25 12:54:00",73,NA,100,29.86,3,"SSE",3.5,0.07,"Rain","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2637169","A-2637169",2,"2018-07-25 15:19:33","2018-07-25 15:49:28",43.09419,-76.1665,43.10189,-76.18081,0.897,"Between I-81/Exit 36 and Electronics Pky/Exit 37 - Accident. Left lane blocked.",NA,"New York Trwy W","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2018-07-25 15:11:00",71.1,NA,100,29.84,6,"SSE",4.6,0.09,"Light Rain","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2637623","A-2637623",2,"2018-07-26 16:47:19","2018-07-26 17:16:46",43.13733,-76.1169,43.16554,-76.11108,1.971,"Between RT-481/Exit 29 and RT-31/Exit 30 - Accident. Left lane blocked.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2018-07-26 16:54:00",84,NA,53,29.82,10,"SW",5.8,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2638059","A-2638059",3,"2018-07-27 11:27:50","2018-07-27 17:27:50",43.09306,-76.16413,43.09319,-76.08543,3.971,"Between I-81/Exit 36 and Thompson Rd/Exit 35 - Accident. Roadway reduced to 1 lane.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2018-07-27 11:54:00",79,NA,66,29.94,10,"West",10.4,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2638449","A-2638449",2,"2018-07-29 07:33:05","2018-07-29 13:33:05",43.051791,-76.139602,43.051791,-76.139602,0,"At I-81 - Accident. Right lane blocked.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2018-07-29 07:54:00",66,NA,84,30.1,10,"West",8.1,NA,"Scattered Clouds","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2642811","A-2642811",2,"2018-06-12 08:25:25","2018-06-12 14:25:25",43.05953,-76.18589,43.05803,-76.18194,0.225,"At Hiawatha Blvd/Exit 8 - Accident. Center lane blocked.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2018-06-12 08:54:00",68,NA,50,30.14,10,"SSW",6.9,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2643230","A-2643230",2,"2018-06-13 16:23:16","2018-06-13 22:23:16",43.1218,-76.12601,43.14751,-76.10979,1.956,"Between Taft Rd/Exit 28 and RT-481/Exit 29 - Accident. Right lane blocked.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2018-06-13 15:54:00",78.1,NA,79,29.66,10,"WSW",12.7,0,"Overcast","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2643683","A-2643683",2,"2018-06-14 14:46:30","2018-06-14 20:46:30",43.09239,-76.16462,43.08901,-76.1676,0.278,"At 7th North St/Exit 25 - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2018-06-14 14:54:00",62.1,NA,72,29.86,10,"WNW",15,NA,"Overcast","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2644116","A-2644116",2,"2018-06-15 14:18:43","2018-06-15 20:18:43",43.06261,-76.15814,43.06333,-76.15881,0.06,"At Court St/NB Exit 22/SB Exit 21 - Accident. Right lane blocked.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13208","US","US/Eastern","KSYR","2018-06-15 13:54:00",73.9,NA,48,30,10,"NW",11.5,NA,"Scattered Clouds","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2644122","A-2644122",4,"2018-06-15 16:03:43","2018-06-15 22:03:43",43.05144,-76.14587,43.05265,-76.1499,0.22,"Ramp closed to I-81 - Road closed due to accident.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2018-06-15 15:54:00",73.9,NA,46,30,10,"WNW",13.8,NA,"Scattered Clouds","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2645209","A-2645209",2,"2018-06-19 18:13:43","2018-06-20 00:13:43",43.05232,-76.1252,43.0542,-76.11806,0.383,"At Teall Ave/Exit 14 - Accident. Right lane blocked.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2018-06-19 17:54:00",70,NA,55,29.93,10,"NW",11.5,NA,"Scattered Clouds","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2647280","A-2647280",2,"2018-06-25 08:42:15","2018-06-25 14:42:15",43.085533,-76.229502,43.07944,-76.21871,0.688,"At RT-695/Exit 6 - Accident. Left lane blocked.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2018-06-25 08:54:00",61,NA,87,30.1,10,"West",8.1,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2648689","A-2648689",3,"2018-06-28 10:48:13","2018-06-28 16:48:13",43.05903,-76.08854,43.05777,-76.07604,0.637,"At RT-635/Thompson Rd/Exit 16/Exit 17 - Accident. Left lane blocked.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13224","US","US/Eastern","KSYR","2018-06-28 10:54:00",71.1,NA,93,29.76,10,"West",9.2,NA,"Overcast","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2650009","A-2650009",2,"2018-05-01 09:03:59","2018-05-01 15:03:59",43.06326,-76.15896,43.06259,-76.15835,0.056,"At Court St/NB Exit 22/SB Exit 21 - Accident. Left lane blocked.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2018-05-01 08:54:00",57,NA,34,30.06,10,"West",5.8,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2652486","A-2652486",2,"2018-05-08 07:59:02","2018-05-08 13:59:02",43.05308,-76.15112,43.04879,-76.14291,0.51,"At I-690 - Accident. Right lane blocked.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2018-05-08 07:54:00",46.9,NA,68,30.25,10,"Calm",NA,NA,"Clear","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2656955","A-2656955",2,"2018-05-21 17:34:39","2018-05-21 23:34:39",43.13733,-76.1169,43.14751,-76.10979,0.789,"At RT-481/Exit 29 - Accident. Right lane blocked.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2018-05-21 17:54:00",73.9,NA,38,30.13,10,"West",4.6,NA,"Scattered Clouds","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"2657330","A-2657330",4,"2018-05-22 19:52:39","2018-05-23 01:52:39",43.14479,-76.12157,43.141429,-76.112496,0.513,"Closed between Circle Dr/Exit 10 and I-81/Exit 9 - Road closed due to accident.",NA,"NY-481 S","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2018-05-22 19:54:00",63,NA,100,29.88,10,"NW",9.2,0.02,"Overcast","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
